Year,State,Exit Code,Reporting Period,Ages Birth through 2,Hispanic/Latino,American Indian or Alaska Native,Asian,Black or African American,Native Hawaiian or Other Pacific Islander,White,Two or More Races,R/E Total,Male,Female,Gender Total,filename
2017-2018,US and Outlying Areas,Part B eligibility not determined,-,50861,19263,279,2585,7439,175,19497,1623,50861,34113,16748,50861,data\data_file_8.csv.csv
2017-2018,US and Outlying Areas,"Part B eligible, Continuing in Part C",-,12155,3021,30,696,1972,69,6070,297,12155,8509,3646,12155,data\data_file_8.csv.csv
2017-2018,US and Outlying Areas,"Part B eligible, exiting Part C",-,137953,37170,1085,6134,15446,432,72224,5462,137953,96033,41920,137953,data\data_file_8.csv.csv
2017-2018,US and Outlying Areas,Total number exiting,-,373002,101821,2756,16696,45150,1232,190749,14598,373002,242126,130876,373002,data\data_file_8.csv.csv
2017-2018,US and Outlying Areas,Withdrawal by parent,-,51181,12661,356,2631,5320,162,27973,2078,51181,30680,20501,51181,data\data_file_8.csv.csv
2018-2019,Alabama,Attempts to contact unsuccessful,12/2017 - 11/2018,362,21,1,1,184,0,142,13,362,235,127,362,data\data_file_9.csv.csv
2018-2019,Alabama,Completion of IFSP prior to max age,12/2017 - 11/2018,354,15,1,4,97,0,224,13,354,207,147,354,data\data_file_9.csv.csv
2018-2019,Alabama,Deceased,12/2017 - 11/2018,20,2,0,0,8,0,9,1,20,15,5,20,data\data_file_9.csv.csv
2018-2019,Alabama,Moved out of state,12/2017 - 11/2018,124,6,0,5,34,0,72,7,124,79,45,124,data\data_file_9.csv.csv
2018-2019,Alabama,Not eligible Part B - exit to other program,12/2017 - 11/2018,78,2,2,0,25,0,48,1,78,47,31,78,data\data_file_9.csv.csv
2018-2019,Alabama,Not eligible Part B - exit with no referrals,12/2017 - 11/2018,152,10,2,7,28,0,97,8,152,116,36,152,data\data_file_9.csv.csv
2018-2019,Alabama,Part B eligibility not determined,12/2017 - 11/2018,245,17,0,2,104,0,113,9,245,157,88,245,data\data_file_9.csv.csv
2018-2019,Alabama,"Part B eligible, Continuing in Part C",12/2017 - 11/2018,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_9.csv.csv
2018-2019,Alabama,"Part B eligible, exiting Part C",12/2017 - 11/2018,1229,67,2,16,357,3,731,53,1229,835,394,1229,data\data_file_9.csv.csv
2018-2019,Alabama,Total number exiting,12/2017 - 11/2018,3667,195,11,52,1136,3,2126,144,3667,2349,1318,3667,data\data_file_9.csv.csv
2018-2019,Alabama,Withdrawal by parent,12/2017 - 11/2018,1103,55,3,17,299,0,690,39,1103,658,445,1103,data\data_file_9.csv.csv
2018-2019,Alaska,Attempts to contact unsuccessful,07/2018 - 06/2019,100,6,42,1,1,1,40,9,100,55,45,100,data\data_file_9.csv.csv
2018-2019,Alaska,Completion of IFSP prior to max age,07/2018 - 06/2019,108,11,20,2,2,2,58,13,108,60,48,108,data\data_file_9.csv.csv
2018-2019,Alaska,Deceased,07/2018 - 06/2019,4,0,3,0,0,0,0,1,4,1,3,4,data\data_file_9.csv.csv
2018-2019,Alaska,Moved out of state,07/2018 - 06/2019,85,13,6,2,3,1,52,8,85,59,26,85,data\data_file_9.csv.csv
2018-2019,Alaska,Not eligible Part B - exit to other program,07/2018 - 06/2019,10,0,2,0,0,0,6,2,10,5,5,10,data\data_file_9.csv.csv
2018-2019,Alaska,Not eligible Part B - exit with no referrals,07/2018 - 06/2019,21,3,4,1,0,0,12,1,21,11,10,21,data\data_file_9.csv.csv
2018-2019,Alaska,Part B eligibility not determined,07/2018 - 06/2019,68,4,20,0,6,0,33,5,68,39,29,68,data\data_file_9.csv.csv
2018-2019,Alaska,"Part B eligible, Continuing in Part C",07/2018 - 06/2019,0,0,0,0,0,0,0,0,0,0,0,0,data\data_file_9.csv.csv
2018-2019,Alaska,"Part B eligible, exiting Part C",07/2018 - 06/2019,385,41,99,10,13,6,179,37,385,268,117,385,data\data_file_9.csv.csv
2018-2019,Alaska,Total number exiting,07/2018 - 06/2019,897,87,224,17,27,13,444,85,897,567,330,897,data\data_file_9.csv.csv
2018-2019,Alaska,Withdrawal by parent,07/2018 - 06/2019,116,9,28,1,2,3,64,9,116,69,47,116,data\data_file_9.csv.csv
2018-2019,American Samoa,Attempts to contact unsuccessful,07/2018 - 06/2019,1,0,0,x,0,1,0,x,1,1,0,1,data\data_file_9.csv.csv
2018-2019,American Samoa,Completion of IFSP prior to max age,07/2018 - 06/2019,9,0,0,x,0,6,0,x,9,3,6,9,data\data_file_9.csv.csv
2018-2019,American Samoa,Deceased,07/2018 - 06/2019,0,0,0,x,0,0,0,x,0,0,0,0,data\data_file_9.csv.csv
2018-2019,American Samoa,Moved out of state,07/2018 - 06/2019,3,0,0,x,0,3,0,x,3,3,0,3,data\data_file_9.csv.csv
2018-2019,American Samoa,Not eligible Part B - exit to other program,07/2018 - 06/2019,1,0,0,x,0,1,0,x,1,1,0,1,data\data_file_9.csv.csv
2018-2019,American Samoa,Not eligible Part B - exit with no referrals,07/2018 - 06/2019,0,0,0,x,0,0,0,x,0,0,0,0,data\data_file_9.csv.csv
2018-2019,American Samoa,Part B eligibility not determined,07/2018 - 06/2019,0,0,0,x,0,0,0,x,0,0,0,0,data\data_file_9.csv.csv
2018-2019,American Samoa,"Part B eligible, Continuing in Part C",07/2018 - 06/2019,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_9.csv.csv
2018-2019,American Samoa,"Part B eligible, exiting Part C",07/2018 - 06/2019,23,0,0,x,0,19,0,x,23,19,4,23,data\data_file_9.csv.csv
2018-2019,American Samoa,Total number exiting,07/2018 - 06/2019,38,0,0,x,0,30,0,x,38,28,10,38,data\data_file_9.csv.csv
2018-2019,American Samoa,Withdrawal by parent,07/2018 - 06/2019,1,0,0,x,0,0,0,x,1,1,0,1,data\data_file_9.csv.csv
2018-2019,Arizona,Attempts to contact unsuccessful,07/2018 - 06/2019,435,178,47,3,33,5,158,11,435,251,184,435,data\data_file_9.csv.csv
2018-2019,Arizona,Completion of IFSP prior to max age,07/2018 - 06/2019,341,113,18,4,14,1,182,9,341,197,144,341,data\data_file_9.csv.csv
2018-2019,Arizona,Deceased,07/2018 - 06/2019,26,10,0,1,1,0,13,1,26,14,12,26,data\data_file_9.csv.csv
2018-2019,Arizona,Moved out of state,07/2018 - 06/2019,253,51,12,12,16,1,150,11,253,155,98,253,data\data_file_9.csv.csv
2018-2019,Arizona,Not eligible Part B - exit to other program,07/2018 - 06/2019,219,82,31,6,14,0,83,3,219,139,80,219,data\data_file_9.csv.csv
2018-2019,Arizona,Not eligible Part B - exit with no referrals,07/2018 - 06/2019,160,47,10,4,6,0,85,8,160,88,72,160,data\data_file_9.csv.csv
2018-2019,Arizona,Part B eligibility not determined,07/2018 - 06/2019,520,219,28,5,26,2,222,18,520,357,163,520,data\data_file_9.csv.csv
2018-2019,Arizona,"Part B eligible, Continuing in Part C",07/2018 - 06/2019,0,0,0,0,0,0,0,0,0,0,0,0,data\data_file_9.csv.csv
2018-2019,Arizona,"Part B eligible, exiting Part C",07/2018 - 06/2019,2731,1056,108,67,106,5,1283,106,2731,1870,861,2731,data\data_file_9.csv.csv
2018-2019,Arizona,Total number exiting,07/2018 - 06/2019,5718,2100,297,128,258,15,2733,187,5718,3673,2045,5718,data\data_file_9.csv.csv
2018-2019,Arizona,Withdrawal by parent,07/2018 - 06/2019,1033,344,43,26,42,1,557,20,1033,602,431,1033,data\data_file_9.csv.csv
2018-2019,Arkansas,Attempts to contact unsuccessful,07/2018 - 06/2019,53,10,1,0,13,0,27,2,53,22,31,53,data\data_file_9.csv.csv
2018-2019,Arkansas,Completion of IFSP prior to max age,07/2018 - 06/2019,189,8,0,1,24,1,147,8,189,114,75,189,data\data_file_9.csv.csv
2018-2019,Arkansas,Deceased,07/2018 - 06/2019,2,1,0,0,0,0,1,0,2,1,1,2,data\data_file_9.csv.csv
2018-2019,Arkansas,Moved out of state,07/2018 - 06/2019,39,10,0,2,4,0,21,2,39,27,12,39,data\data_file_9.csv.csv
2018-2019,Arkansas,Not eligible Part B - exit to other program,07/2018 - 06/2019,98,6,1,1,25,0,60,5,98,56,42,98,data\data_file_9.csv.csv
2018-2019,Arkansas,Not eligible Part B - exit with no referrals,07/2018 - 06/2019,63,4,0,0,12,0,42,5,63,41,22,63,data\data_file_9.csv.csv
2018-2019,Arkansas,Part B eligibility not determined,07/2018 - 06/2019,68,6,0,0,25,0,35,2,68,39,29,68,data\data_file_9.csv.csv
2018-2019,Arkansas,"Part B eligible, Continuing in Part C",07/2018 - 06/2019,0,0,0,0,0,0,0,0,0,0,0,0,data\data_file_9.csv.csv
2018-2019,Arkansas,"Part B eligible, exiting Part C",07/2018 - 06/2019,275,16,2,7,31,2,201,16,275,179,96,275,data\data_file_9.csv.csv
2018-2019,Arkansas,Total number exiting,07/2018 - 06/2019,1108,103,4,13,195,3,733,57,1108,675,433,1108,data\data_file_9.csv.csv
2018-2019,Arkansas,Withdrawal by parent,07/2018 - 06/2019,321,42,0,2,61,0,199,17,321,196,125,321,data\data_file_9.csv.csv
2018-2019,California,Attempts to contact unsuccessful,07/2018 - 06/2019,2302,1428,10,139,213,12,458,42,2302,1402,900,2302,data\data_file_9.csv.csv
2018-2019,California,Completion of IFSP prior to max age,07/2018 - 06/2019,2123,965,7,234,94,1,713,109,2123,1183,940,2123,data\data_file_9.csv.csv
2018-2019,California,Deceased,07/2018 - 06/2019,104,58,0,6,10,0,27,3,104,42,62,104,data\data_file_9.csv.csv
2018-2019,California,Moved out of state,07/2018 - 06/2019,849,305,4,109,62,6,332,31,849,542,307,849,data\data_file_9.csv.csv
2018-2019,California,Not eligible Part B - exit to other program,07/2018 - 06/2019,2779,1800,13,283,94,4,540,45,2779,1727,1052,2779,data\data_file_9.csv.csv
2018-2019,California,Not eligible Part B - exit with no referrals,07/2018 - 06/2019,1285,730,6,105,52,1,360,31,1285,791,494,1285,data\data_file_9.csv.csv
2018-2019,California,Part B eligibility not determined,07/2018 - 06/2019,12141,7411,19,1209,716,15,2554,217,12141,7823,4318,12141,data\data_file_9.csv.csv
2018-2019,California,"Part B eligible, Continuing in Part C",07/2018 - 06/2019,0,0,0,0,0,0,0,0,0,0,0,0,data\data_file_9.csv.csv
2018-2019,California,"Part B eligible, exiting Part C",07/2018 - 06/2019,18188,10567,63,1799,782,51,4155,771,18188,12666,5522,18188,data\data_file_9.csv.csv
2018-2019,California,Total number exiting,07/2018 - 06/2019,43506,25189,138,4347,2208,97,10133,1394,43506,28435,15071,43506,data\data_file_9.csv.csv
2018-2019,California,Withdrawal by parent,07/2018 - 06/2019,3735,1925,16,463,185,7,994,145,3735,2259,1476,3735,data\data_file_9.csv.csv
2018-2019,Colorado,Attempts to contact unsuccessful,07/2018 - 06/2019,419,196,5,13,34,0,157,14,419,248,171,419,data\data_file_9.csv.csv
2018-2019,Colorado,Completion of IFSP prior to max age,07/2018 - 06/2019,1218,281,1,14,31,1,848,42,1218,672,546,1218,data\data_file_9.csv.csv
2018-2019,Colorado,Deceased,07/2018 - 06/2019,12,6,0,0,1,0,5,0,12,6,6,12,data\data_file_9.csv.csv
2018-2019,Colorado,Moved out of state,07/2018 - 06/2019,460,107,2,22,24,1,287,17,460,297,163,460,data\data_file_9.csv.csv
2018-2019,Colorado,Not eligible Part B - exit to other program,07/2018 - 06/2019,478,102,1,23,15,1,321,15,478,282,196,478,data\data_file_9.csv.csv
2018-2019,Colorado,Not eligible Part B - exit with no referrals,07/2018 - 06/2019,446,88,1,11,8,3,325,10,446,262,184,446,data\data_file_9.csv.csv
2018-2019,Colorado,Part B eligibility not determined,07/2018 - 06/2019,1238,433,4,36,57,2,676,30,1238,805,433,1238,data\data_file_9.csv.csv
2018-2019,Colorado,"Part B eligible, Continuing in Part C",07/2018 - 06/2019,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_9.csv.csv
2018-2019,Colorado,"Part B eligible, exiting Part C",07/2018 - 06/2019,3062,1068,16,93,135,9,1655,86,3062,2127,935,3062,data\data_file_9.csv.csv
2018-2019,Colorado,Total number exiting,07/2018 - 06/2019,7912,2483,35,228,336,17,4585,228,7912,5053,2859,7912,data\data_file_9.csv.csv
2018-2019,Colorado,Withdrawal by parent,07/2018 - 06/2019,579,202,5,16,31,0,311,14,579,354,225,579,data\data_file_9.csv.csv
2018-2019,Connecticut,Attempts to contact unsuccessful,07/2018 - 06/2019,406,201,1,18,57,0,123,6,406,264,142,406,data\data_file_9.csv.csv
2018-2019,Connecticut,Completion of IFSP prior to max age,07/2018 - 06/2019,372,94,1,6,24,0,238,9,372,201,171,372,data\data_file_9.csv.csv
2018-2019,Connecticut,Deceased,07/2018 - 06/2019,7,1,0,0,1,0,5,0,7,4,3,7,data\data_file_9.csv.csv
2018-2019,Connecticut,Moved out of state,07/2018 - 06/2019,216,70,0,23,18,0,101,4,216,128,88,216,data\data_file_9.csv.csv
2018-2019,Connecticut,Not eligible Part B - exit to other program,07/2018 - 06/2019,362,122,0,10,28,0,197,5,362,222,140,362,data\data_file_9.csv.csv
2018-2019,Connecticut,Not eligible Part B - exit with no referrals,07/2018 - 06/2019,285,100,0,6,28,5,134,12,285,194,91,285,data\data_file_9.csv.csv
2018-2019,Connecticut,Part B eligibility not determined,07/2018 - 06/2019,430,162,0,24,48,0,188,8,430,285,145,430,data\data_file_9.csv.csv
2018-2019,Connecticut,"Part B eligible, Continuing in Part C",07/2018 - 06/2019,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_9.csv.csv
2018-2019,Connecticut,"Part B eligible, exiting Part C",07/2018 - 06/2019,2491,845,2,82,238,12,1263,49,2491,1738,753,2491,data\data_file_9.csv.csv
2018-2019,Connecticut,Total number exiting,07/2018 - 06/2019,5490,1840,4,221,528,20,2754,123,5490,3583,1907,5490,data\data_file_9.csv.csv
2018-2019,Connecticut,Withdrawal by parent,07/2018 - 06/2019,921,245,0,52,86,3,505,30,921,547,374,921,data\data_file_9.csv.csv
2018-2019,Delaware,Attempts to contact unsuccessful,12/2017 - 12/2018,93,23,1,0,35,0,32,2,93,60,33,93,data\data_file_9.csv.csv
2018-2019,Delaware,Completion of IFSP prior to max age,12/2017 - 12/2018,137,21,1,4,18,0,92,1,137,90,47,137,data\data_file_9.csv.csv
2018-2019,Delaware,Deceased,12/2017 - 12/2018,7,1,0,0,5,0,1,0,7,4,3,7,data\data_file_9.csv.csv
2018-2019,Delaware,Moved out of state,12/2017 - 12/2018,72,14,1,7,19,0,30,1,72,47,25,72,data\data_file_9.csv.csv
2018-2019,Delaware,Not eligible Part B - exit to other program,12/2017 - 12/2018,17,5,0,2,2,0,8,0,17,12,5,17,data\data_file_9.csv.csv
2018-2019,Delaware,Not eligible Part B - exit with no referrals,12/2017 - 12/2018,43,7,0,6,8,0,22,0,43,20,23,43,data\data_file_9.csv.csv
2018-2019,Delaware,Part B eligibility not determined,12/2017 - 12/2018,38,11,0,2,12,0,13,0,38,27,11,38,data\data_file_9.csv.csv
2018-2019,Delaware,"Part B eligible, Continuing in Part C",12/2017 - 12/2018,0,0,0,0,0,0,0,0,0,0,0,0,data\data_file_9.csv.csv
2018-2019,Delaware,"Part B eligible, exiting Part C",12/2017 - 12/2018,560,110,6,35,133,0,270,6,560,410,150,560,data\data_file_9.csv.csv
2018-2019,Delaware,Total number exiting,12/2017 - 12/2018,1057,210,9,58,252,0,516,12,1057,734,323,1057,data\data_file_9.csv.csv
2018-2019,Delaware,Withdrawal by parent,12/2017 - 12/2018,90,18,0,2,20,0,48,2,90,64,26,90,data\data_file_9.csv.csv
2018-2019,District of Columbia,Attempts to contact unsuccessful,07/2018 - 06/2019,119,11,0,1,95,0,8,4,119,70,49,119,data\data_file_9.csv.csv
2018-2019,District of Columbia,Completion of IFSP prior to max age,07/2018 - 06/2019,212,23,2,2,67,1,90,27,212,117,95,212,data\data_file_9.csv.csv
2018-2019,District of Columbia,Deceased,07/2018 - 06/2019,2,0,0,0,2,0,0,0,2,1,1,2,data\data_file_9.csv.csv
2018-2019,District of Columbia,Moved out of state,07/2018 - 06/2019,92,12,1,3,27,3,39,7,92,52,40,92,data\data_file_9.csv.csv
2018-2019,District of Columbia,Not eligible Part B - exit to other program,07/2018 - 06/2019,22,3,0,2,7,0,10,0,22,13,9,22,data\data_file_9.csv.csv
2018-2019,District of Columbia,Not eligible Part B - exit with no referrals,07/2018 - 06/2019,54,2,1,0,36,0,11,4,54,32,22,54,data\data_file_9.csv.csv
2018-2019,District of Columbia,Part B eligibility not determined,07/2018 - 06/2019,40,9,0,0,23,1,2,5,40,29,11,40,data\data_file_9.csv.csv
2018-2019,District of Columbia,"Part B eligible, Continuing in Part C",07/2018 - 06/2019,157,31,1,2,93,1,26,3,157,109,48,157,data\data_file_9.csv.csv
2018-2019,District of Columbia,"Part B eligible, exiting Part C",07/2018 - 06/2019,174,44,0,1,113,1,6,9,174,123,51,174,data\data_file_9.csv.csv
2018-2019,District of Columbia,Total number exiting,07/2018 - 06/2019,1001,159,5,14,528,8,220,67,1001,625,376,1001,data\data_file_9.csv.csv
2018-2019,District of Columbia,Withdrawal by parent,07/2018 - 06/2019,129,24,0,3,65,1,28,8,129,79,50,129,data\data_file_9.csv.csv
2018-2019,Florida,Attempts to contact unsuccessful,07/2018 - 06/2019,1373,403,4,13,442,1,459,51,1373,826,547,1373,data\data_file_9.csv.csv
2018-2019,Florida,Completion of IFSP prior to max age,07/2018 - 06/2019,1193,377,1,17,165,1,579,53,1193,661,532,1193,data\data_file_9.csv.csv
2018-2019,Florida,Deceased,07/2018 - 06/2019,27,13,0,1,5,0,7,1,27,16,11,27,data\data_file_9.csv.csv
2018-2019,Florida,Moved out of state,07/2018 - 06/2019,624,199,0,26,91,1,272,35,624,392,232,624,data\data_file_9.csv.csv
2018-2019,Florida,Not eligible Part B - exit to other program,07/2018 - 06/2019,523,290,0,4,84,0,137,8,523,322,201,523,data\data_file_9.csv.csv
2018-2019,Florida,Not eligible Part B - exit with no referrals,07/2018 - 06/2019,515,199,0,9,85,0,206,16,515,301,214,515,data\data_file_9.csv.csv
2018-2019,Florida,Part B eligibility not determined,07/2018 - 06/2019,3844,1671,8,75,796,7,1156,131,3844,2640,1204,3844,data\data_file_9.csv.csv
2018-2019,Florida,"Part B eligible, Continuing in Part C",07/2018 - 06/2019,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_9.csv.csv
2018-2019,Florida,"Part B eligible, exiting Part C",07/2018 - 06/2019,7096,2946,7,143,1323,5,2421,251,7096,5028,2068,7096,data\data_file_9.csv.csv
2018-2019,Florida,Total number exiting,07/2018 - 06/2019,16630,6624,23,322,3280,15,5767,599,16630,11030,5601,16631,data\data_file_9.csv.csv
2018-2019,Florida,Withdrawal by parent,07/2018 - 06/2019,1435,526,3,34,289,0,530,53,1435,844,592,1436,data\data_file_9.csv.csv
2018-2019,Georgia,Attempts to contact unsuccessful,07/2017 - 06/2018,559,67,3,10,248,1,215,15,559,361,198,559,data\data_file_9.csv.csv
2018-2019,Georgia,Completion of IFSP prior to max age,07/2017 - 06/2018,122,10,2,6,36,0,67,1,122,75,47,122,data\data_file_9.csv.csv
2018-2019,Georgia,Deceased,07/2017 - 06/2018,0,0,0,0,0,0,0,0,0,0,0,0,data\data_file_9.csv.csv
2018-2019,Georgia,Moved out of state,07/2017 - 06/2018,62,14,0,6,21,0,20,1,62,43,19,62,data\data_file_9.csv.csv
2018-2019,Georgia,Not eligible Part B - exit to other program,07/2017 - 06/2018,414,53,1,10,143,1,201,5,414,257,157,414,data\data_file_9.csv.csv
2018-2019,Georgia,Not eligible Part B - exit with no referrals,07/2017 - 06/2018,199,40,0,7,49,0,102,1,199,121,78,199,data\data_file_9.csv.csv
2018-2019,Georgia,Part B eligibility not determined,07/2017 - 06/2018,1579,216,7,39,652,0,635,30,1579,1003,576,1579,data\data_file_9.csv.csv
2018-2019,Georgia,"Part B eligible, Continuing in Part C",07/2017 - 06/2018,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_9.csv.csv
2018-2019,Georgia,"Part B eligible, exiting Part C",07/2017 - 06/2018,3075,503,6,116,943,6,1417,84,3075,2137,938,3075,data\data_file_9.csv.csv
2018-2019,Georgia,Total number exiting,07/2017 - 06/2018,6152,928,19,198,2128,8,2733,138,6152,4084,2068,6152,data\data_file_9.csv.csv
2018-2019,Georgia,Withdrawal by parent,07/2017 - 06/2018,142,25,0,4,36,0,76,1,142,87,55,142,data\data_file_9.csv.csv
2018-2019,Guam,Attempts to contact unsuccessful,12/2017 - 12/2018,12,0,0,0,0,8,0,4,12,5,7,12,data\data_file_9.csv.csv
2018-2019,Guam,Completion of IFSP prior to max age,12/2017 - 12/2018,10,0,0,2,0,6,0,2,10,7,3,10,data\data_file_9.csv.csv
2018-2019,Guam,Deceased,12/2017 - 12/2018,1,0,0,0,0,1,0,0,1,0,1,1,data\data_file_9.csv.csv
2018-2019,Guam,Moved out of state,12/2017 - 12/2018,7,0,0,2,0,3,0,2,7,4,3,7,data\data_file_9.csv.csv
2018-2019,Guam,Not eligible Part B - exit to other program,12/2017 - 12/2018,2,0,0,0,0,1,0,1,2,2,0,2,data\data_file_9.csv.csv
2018-2019,Guam,Not eligible Part B - exit with no referrals,12/2017 - 12/2018,5,0,0,0,0,4,0,1,5,2,3,5,data\data_file_9.csv.csv
2018-2019,Guam,Part B eligibility not determined,12/2017 - 12/2018,6,0,0,1,0,4,0,1,6,5,1,6,data\data_file_9.csv.csv
2018-2019,Guam,"Part B eligible, Continuing in Part C",12/2017 - 12/2018,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_9.csv.csv
2018-2019,Guam,"Part B eligible, exiting Part C",12/2017 - 12/2018,46,0,0,7,0,28,0,11,46,36,10,46,data\data_file_9.csv.csv
2018-2019,Guam,Total number exiting,12/2017 - 12/2018,94,0,0,14,0,57,0,23,94,63,31,94,data\data_file_9.csv.csv
2018-2019,Guam,Withdrawal by parent,12/2017 - 12/2018,5,0,0,2,0,2,0,1,5,2,3,5,data\data_file_9.csv.csv
2018-2019,Hawaii,Attempts to contact unsuccessful,07/2018 - 06/2019,129,16,0,22,3,16,8,64,129,78,51,129,data\data_file_9.csv.csv
2018-2019,Hawaii,Completion of IFSP prior to max age,07/2018 - 06/2019,139,13,0,39,1,15,15,56,139,77,62,139,data\data_file_9.csv.csv
2018-2019,Hawaii,Deceased,07/2018 - 06/2019,3,0,0,0,0,1,0,2,3,2,1,3,data\data_file_9.csv.csv
2018-2019,Hawaii,Moved out of state,07/2018 - 06/2019,192,44,2,14,13,7,86,26,192,123,69,192,data\data_file_9.csv.csv
2018-2019,Hawaii,Not eligible Part B - exit to other program,07/2018 - 06/2019,69,7,0,19,0,5,9,29,69,48,21,69,data\data_file_9.csv.csv
2018-2019,Hawaii,Not eligible Part B - exit with no referrals,07/2018 - 06/2019,103,11,0,27,0,19,12,34,103,73,30,103,data\data_file_9.csv.csv
2018-2019,Hawaii,Part B eligibility not determined,07/2018 - 06/2019,310,41,0,89,6,31,39,104,310,201,109,310,data\data_file_9.csv.csv
2018-2019,Hawaii,"Part B eligible, Continuing in Part C",07/2018 - 06/2019,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_9.csv.csv
2018-2019,Hawaii,"Part B eligible, exiting Part C",07/2018 - 06/2019,629,100,1,151,15,57,93,212,629,455,174,629,data\data_file_9.csv.csv
2018-2019,Hawaii,Total number exiting,07/2018 - 06/2019,2030,286,3,486,47,183,335,690,2030,1351,679,2030,data\data_file_9.csv.csv
2018-2019,Hawaii,Withdrawal by parent,07/2018 - 06/2019,456,54,0,125,9,32,73,163,456,294,162,456,data\data_file_9.csv.csv
2018-2019,Idaho,Attempts to contact unsuccessful,07/2018 - 06/2019,181,42,6,0,4,0,115,14,181,109,72,181,data\data_file_9.csv.csv
2018-2019,Idaho,Completion of IFSP prior to max age,07/2018 - 06/2019,201,21,3,1,0,0,169,7,201,105,96,201,data\data_file_9.csv.csv
